timestamp,sensor_id,pressure
0,1,101394.28125
15,1,101391.703125
31,1,101400.2421875
46,1,101403.484375
62,1,101403.4765625
78,1,101403.9609375
94,1,101403.953125
110,1,101402.234375
125,1,101403.859375
141,1,101411.125
157,1,101407.484375
172,1,101415.2734375
187,1,101414.96875
203,1,101416.671875
218,1,101415.2890625
234,1,101413.46875
249,1,101418.21875
264,1,101417.359375
279,1,101425.7578125
295,1,101422.234375
311,1,101420.7578125
327,1,101426.6796875
342,1,101426.1875
358,1,101427.296875
374,1,101422.5859375
390,1,101428.3203125
406,1,101426.734375
422,1,101427.15625
438,1,101421.734375
454,1,101420.59375
470,1,101423.46875
486,1,101420.0078125
502,1,101420.953125
518,1,101427.6015625
534,1,101426.359375
550,1,101424.5703125
566,1,101417.0234375
582,1,101418.2109375
598,1,101422.8671875
614,1,101421.1171875
629,1,101415.9453125
645,1,101417.046875
661,1,101416.9765625
677,1,101410.0390625
693,1,101413.671875
709,1,101409.546875
725,1,101407.59375
741,1,101403.09375
757,1,101399.265625
773,1,101404.6015625
789,1,101397.6796875
804,1,101399.328125
820,1,101391.2421875
836,1,101388.921875
852,1,101386.015625
867,1,101389.234375
883,1,101386.90625
899,1,101377.921875
915,1,101381.078125
931,1,101373.3125
947,1,101375.5546875
963,1,101373.671875
979,1,101371.7109375
995,1,101364.859375
1011,1,101366.7734375
1026,1,101354.625
1042,1,101354.0703125
1058,1,101354.78125
1074,1,101353.2734375
1090,1,101351.1171875
1106,1,101346.546875
1122,1,101345.3125
1138,1,101336.03125
1154,1,101337.5
1170,1,101332.75
1186,1,101330.296875
1201,1,101323.6015625
1217,1,101324.7734375
1232,1,101319.6484375
1247,1,101317.359375
1263,1,101310.1640625
1279,1,101314.296875
1295,1,101306.5859375
1310,1,101298.8828125
1326,1,101301.046875
1342,1,101296.2734375
1358,1,101298.4609375
1374,1,101292.78125
1389,1,101288.5
1405,1,101288.359375
1421,1,101282.7109375
1437,1,101282.25
1453,1,101274.1015625
1469,1,101269.375
1485,1,101273.1328125
1501,1,101266.9375
1516,1,101262.5703125
1532,1,101265.484375
1548,1,101257.046875
1564,1,101257.78125
0,2,101313.109375
15,2,101317.5546875
30,2,101324.140625
46,2,101323.5390625
61,2,101325.5234375
77,2,101329.3828125
93,2,101335.8671875
109,2,101333.8828125
124,2,101342.71875
140,2,101348.484375
156,2,101348.8671875
172,2,101352.2578125
188,2,101356.1796875
204,2,101355.0078125
220,2,101360.4140625
236,2,101365.2109375
252,2,101369.109375
268,2,101363.875
284,2,101375.390625
300,2,101371.4453125
315,2,101375.359375
331,2,101383.3671875
347,2,101383.1484375
363,2,101383.9375
379,2,101391.7109375
395,2,101384.78125
411,2,101393.9921875
427,2,101390.4140625
443,2,101400.5703125
459,2,101398.484375
475,2,101402.0546875
491,2,101399.65625
507,2,101407.875
522,2,101410.90625
538,2,101410.1953125
554,2,101408.359375
570,2,101409.9140625
586,2,101412.890625
602,2,101411.4609375
618,2,101419.6328125
634,2,101420.8203125
650,2,101421.5625
666,2,101418.0859375
682,2,101425.4765625
698,2,101418.4140625
713,2,101419.875
729,2,101421.28125
745,2,101419.921875
761,2,101421.203125
777,2,101422.0625
793,2,101422.71875
809,2,101422.796875
825,2,101423.859375
841,2,101425.421875
857,2,101422.1171875
872,2,101424.7578125
887,2,101425.6640625
903,2,101421.5390625
919,2,101427.2734375
935,2,101427.5390625
950,2,101419.6796875
966,2,101425.7265625
981,2,101423.875
996,2,101417.1640625
1011,2,101417.0078125
1027,2,101412.4765625
1043,2,101414.984375
1059,2,101409.78125
1075,2,101417.5703125
1091,2,101409.8984375
1107,2,101414.7734375
1123,2,101404.2734375
1139,2,101409.34375
1155,2,101404.09375
1170,2,101404.578125
1186,2,101402.75
1202,2,101401.8515625
1218,2,101398.5234375
1234,2,101389.8359375
1250,2,101393.359375
1266,2,101387.9609375
1282,2,101383.3125
1297,2,101384.4375
1313,2,101380.390625
1329,2,101376.1328125
1345,2,101378.4453125
1361,2,101371.671875
1377,2,101371.6328125
1393,2,101372.6328125
1408,2,101369.0390625
1424,2,101357.8046875
1440,2,101356.9453125
1456,2,101357.6640625
1472,2,101353.875
1488,2,101349.09375
1504,2,101351.6015625
1520,2,101341.6953125
1536,2,101336.9921875
1552,2,101336.671875
1568,2,101332.75
1664,1,101358.609375
1680,1,101365.171875
1696,1,101371.7109375
1711,1,101374.859375
1726,1,101370.0546875
1742,1,101375.859375
1757,1,101378.3984375
1773,1,101383.8125
1790,1,101383.234375
1805,1,101384.5390625
